Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Player 0 Kills,Player 0 Errors,Player 0 Total Attacks,Player 0 Hit Pct,Player 0 Assists,Player 0 Aces,Player 0 SErr,Player 0 Digs,Player 0 RErr,Player 0 Block Solos,Player 0 Block Assists,Player 0 BErr,Player 0 PTS
8302019,@ Ohio St.,L 0 - 3,3,24.0,16.0,85.0,0.094,23.0,1.0,11.0,38.0,7.0,2.0,4.0,1.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0
8302019,"VCU @ Columbus, OH",L 0 - 3,3,24.0,16.0,87.0,0.092,22.0,1.0,10.5,32.0,9.0,1.0,9.0,1.0,14.5,0.0,0.0,0.5,0.0,0.5,0.0,1.5,3.5,0.5,0.0,0.0,0.0,0.0
8312019,"Texas Tech @ Columbus, Ohio",L 1 - 3,4,30.66666666666667,17.0,97.33333333333331,0.132,28.66666666666667,3.0,11.666666666666664,37.0,10.666666666666666,1.6666666666666667,8.0,0.6666666666666666,28.66666666666667,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,3.6666666666666665,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
9062019,Penn,W 3 - 1,4,34.5,17.0,106.25,0.1535,32.25,4.75,11.75,43.75,9.25,2.75,9.0,0.75,38.5,0.0,0.0,1.0,0.0,0.75,0.5,1.0,3.75,0.5,0.0,0.0,0.0,0.5
9062019,UMES,W 3 - 1,4,39.0,16.4,110.8,0.1894,35.8,5.2,12.6,47.2,9.8,2.6,10.0,0.6,45.4,0.0,0.0,1.0,0.0,0.8,0.4,1.0,3.8,0.6,0.0,0.0,0.0,0.4
9072019,Delaware St.,W 3 - 0,3,40.333333333333336,16.166666666666668,110.66666666666669,0.2063333333333333,37.333333333333336,5.666666666666668,12.166666666666664,45.0,9.333333333333334,2.5,10.0,0.6666666666666666,48.16666666666666,0.0,0.0,1.1666666666666667,0.0,0.6666666666666666,0.3333333333333333,0.8333333333333334,3.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
9072019,Manhattan,W 3 - 0,3,41.0,15.0,106.85714285714286,0.2397142857142857,38.142857142857146,6.0,12.0,43.714285714285715,8.285714285714286,2.4285714285714284,10.0,0.8571428571428571,49.85714285714285,0.0,0.0,1.0,0.0,0.5714285714285714,0.2857142857142857,0.7142857142857143,2.8571428571428568,0.5714285714285714,0.0,0.0,0.0,0.2857142857142857
9102019,NJIT,W 3 - 2,5,44.125,16.0,112.875,0.244375,41.0,6.125,12.125,46.125,7.75,2.25,10.5,0.875,53.75,0.25,0.0,1.75,0.035750000000000004,0.5,0.5,0.875,2.875,0.5,0.0,0.0,0.0,0.75
9132019,"Columbia @ Philadelphia, Pa.",L 1 - 3,4,44.444444444444436,16.333333333333332,115.33333333333331,0.24022222222222225,41.333333333333336,5.5555555555555545,11.888888888888891,45.555555555555564,7.4444444444444455,2.0,10.777777777777779,0.8888888888888888,53.83333333333334,0.3333333333333333,0.1111111111111111,1.7777777777777777,0.03177777777777778,0.4444444444444444,0.4444444444444444,1.0,2.888888888888889,0.4444444444444444,0.0,0.0,0.0,0.7777777777777778
9142019,"Radford @ Philadelphia, Pa.",L 0 - 3,3,44.0,16.3,115.0,0.2376,40.9,5.2,11.3,44.7,7.2,1.9,10.5,0.9,53.15,0.3,0.1,1.8,0.028600000000000007,0.4,0.4,0.9,2.9,0.4,0.0,0.0,0.0,0.7
9142019,@ Temple,L 0 - 3,3,45.0,16.8,117.8,0.2397,41.8,6.0,11.1,45.0,7.2,1.7,10.9,0.9,54.95,0.3,0.1,1.8,0.028600000000000007,0.3,0.4,0.6,2.3,0.3,0.0,0.0,0.0,0.7
9202019,"Elon @ Charlottesville, VA",W 3 - 1,4,48.6,16.9,121.5,0.26480000000000004,45.7,6.6,11.4,47.5,7.0,1.8,10.9,0.9,62.45,0.6,0.2,2.4,0.057200000000000015,0.9,0.5,0.7,3.1,0.4,0.0,0.0,0.0,1.1
9202019,@ Virginia,L 0 - 3,3,46.5,16.4,119.0,0.2533,43.8,6.0,10.4,47.2,6.3,1.5,10.7,1.0,59.35,0.8,0.4,3.0,0.057200000000000015,0.8,0.3,0.7,3.4,0.4,0.0,0.0,0.0,1.1
9212019,"UNC Greensboro @ Charlottesville, VA",W 3 - 1,4,46.9,16.6,118.7,0.2553,44.2,5.7,9.8,46.7,6.3,1.3,11.3,1.1,59.55,1.1,0.5,3.6,0.08220000000000001,0.7,0.4,0.6,3.9,0.4,0.0,0.0,0.0,1.5
9272019,@ Lafayette,W 3 - 2,5,47.8,17.2,121.5,0.2513000000000001,45.1,5.2,9.3,48.0,5.8,1.5,12.9,1.1,60.95,1.1,0.7,3.8,0.015500000000000003,0.7,0.4,0.7,3.6,0.3,0.0,0.0,0.0,1.5
9282019,@ Bucknell,W 3 - 1,4,49.0,17.8,127.6,0.2444000000000001,46.0,4.5,9.1,52.1,5.3,1.5,14.1,1.4,62.05,1.5,0.9,4.6,0.035500000000000004,0.8,0.5,0.8,4.6,0.2,0.0,0.0,0.0,2.0
10042019,@ American,L 0 - 3,3,47.5,19.0,129.1,0.21050000000000008,44.6,3.8,8.3,51.8,5.5,1.5,14.5,1.4,60.05,1.6,1.0,5.0,0.035500000000000004,0.9,0.5,0.8,5.0,0.2,0.0,0.0,0.0,2.1
10052019,@ Navy,L 0 - 3,3,43.7,18.7,121.8,0.19260000000000008,41.3,3.1,7.0,47.8,5.7,1.5,13.5,1.4,55.05,1.4,1.3,4.6,-0.0931,0.9,0.3,0.6,5.3,0.4,0.0,0.0,0.0,1.7
10112019,Colgate,L 0 - 3,3,42.3,18.2,119.1,0.18950000000000009,40.1,3.4,6.5,48.0,5.7,1.8,13.0,1.4,54.0,1.3,1.2,4.4,-0.0931,1.2,0.6,0.4,6.0,0.7,0.0,0.0,0.0,1.9
10122019,Army West Point,L 0 - 3,3,42.1,18.1,119.2,0.18850000000000008,40.0,3.8,6.4,49.0,5.6,1.8,13.2,1.3,54.3,1.3,1.2,4.2,-0.0931,1.2,0.6,0.4,6.4,0.7,0.0,0.0,0.0,1.9
10152019,@ Loyola Maryland,W 3 - 0,3,42.8,17.2,120.6,0.1998000000000001,40.6,3.2,6.4,50.9,5.3,1.9,14.8,1.4,55.3,1.3,1.3,4.3,-0.1931,1.3,0.9,0.5,8.4,0.8,0.0,0.0,0.0,2.2
10202019,Holy Cross,W 3 - 0,3,40.7,17.2,119.1,0.1855000000000001,38.5,2.8,5.5,51.1,4.9,2.3,14.6,1.3,53.1,1.1,1.2,3.7,-0.1217,1.0,0.8,0.4,8.2,0.8,0.0,0.0,0.0,1.9
10262019,Bucknell,W 3 - 0,3,42.9,17.9,122.3,0.19500000000000006,40.2,2.9,5.3,51.9,4.4,2.5,16.2,1.2,56.4,0.9,1.0,3.0,-0.1217,1.1,1.0,0.4,9.0,0.8,0.0,0.0,0.0,1.9
10272019,Lafayette,W 3 - 1,4,43.1,17.8,124.1,0.1942000000000001,40.5,2.8,5.6,53.0,4.2,2.4,16.8,1.2,56.7,0.7,0.9,2.7,-0.1267,1.7,1.0,0.6,10.7,0.8,0.0,0.0,0.0,1.7
11012019,Navy,L 1 - 3,4,41.0,17.5,121.1,0.18690000000000007,38.9,3.0,5.0,50.8,4.4,2.4,14.6,1.4,53.7,0.8,0.7,2.8,-0.03500000000000001,1.9,1.1,0.4,12.1,1.3,0.0,0.0,0.0,1.9
11022019,American,L 0 - 3,3,38.4,17.3,112.7,0.18080000000000013,36.8,3.0,4.9,46.7,5.2,2.4,13.0,1.0,50.3,0.4,0.5,1.9,-0.055000000000000014,1.8,1.0,0.4,12.4,1.6,0.0,0.0,0.0,1.4
11082019,@ Army West Point,L 1 - 3,4,39.5,17.4,118.4,0.18350000000000014,37.5,3.3,5.6,50.1,5.7,2.8,12.4,0.9,51.8,0.3,0.4,1.8,-0.055000000000000014,2.2,1.2,0.7,13.5,1.7,0.0,0.0,0.0,1.5
11092019,@ Colgate,L 0 - 3,3,40.2,17.2,121.8,0.18840000000000007,38.1,3.6,6.2,52.4,5.4,3.0,12.4,0.9,53.0,0.3,0.1,1.7,0.045,2.5,1.2,0.7,14.2,1.6,0.0,0.0,0.0,1.5
11122019,Loyola Maryland,L 1 - 3,4,41.6,18.4,127.1,0.18380000000000013,39.4,3.8,6.0,55.7,5.5,3.5,13.2,1.0,55.5,0.3,0.1,1.8,0.045,2.4,0.9,0.7,15.4,1.4,0.0,0.0,0.0,1.2
11172019,@ Holy Cross,W 3 - 1,4,43.4,18.7,130.4,0.18940000000000007,41.2,4.0,6.6,58.0,5.4,3.5,13.6,1.1,57.7,0.3,0.1,2.0,0.045,3.1,1.0,0.8,16.0,1.5,0.0,0.0,0.0,1.3
11192019,@ Navy,L 0 - 3,3,42.1,19.2,128.7,0.17660000000000015,40.0,4.0,6.4,56.9,5.8,3.5,12.2,1.0,55.7,0.3,0.0,1.9,0.145,3.2,0.7,0.9,15.9,1.4,0.0,0.0,0.0,1.0
8242018,Duquesne,W 3 - 1,4,43.7,19.6,131.8,0.18070000000000014,41.1,4.3,6.8,57.9,6.1,3.7,11.4,1.2,57.4,11.4,4.9,32.4,0.17250000000000004,0.6,0.9,2.1,7.1,1.8,0.2,1.5,0.3,13.25
8272018,"Saint Peter's @ Easton, PA",W 3 - 0,3,44.1,19.8,133.6,0.17970000000000014,41.9,4.5,6.9,59.0,6.1,4.3,9.8,1.2,57.8,10.3,4.4,29.6,0.15110000000000007,0.6,0.9,2.0,6.4,1.6,0.2,1.3,0.3,12.05
8312018,Rutgers,W 3 - 2,5,44.5,20.4,133.6,0.17830000000000013,42.3,4.3,7.4,58.6,6.2,4.5,7.8,1.2,57.2,8.9,3.9,25.9,0.19030000000000008,0.6,0.7,1.6,6.1,1.6,0.3,0.9,0.2,10.35
8312018,Rider,W 3 - 0,3,44.2,20.1,130.7,0.18490000000000006,41.9,4.4,7.7,57.3,5.4,5.2,7.2,1.1,57.4,7.8,4.0,23.9,0.15350000000000008,0.6,0.6,1.3,5.4,1.5,0.5,0.7,0.2,9.25
9012018,Coppin St.,W 3 - 0,3,45.9,19.3,132.4,0.2063000000000001,43.5,4.8,8.0,58.5,4.6,5.2,7.0,1.5,59.4,6.6,3.3,21.3,0.13740000000000008,0.5,0.6,1.2,5.5,1.3,0.5,0.7,0.2,8.05
9012018,Manhattan,W 3 - 0,3,45.1,18.5,125.0,0.21790000000000007,43.0,4.9,7.9,55.7,4.3,5.0,7.2,1.4,58.6,6.5,3.0,17.7,0.16710000000000008,0.5,0.5,1.1,5.1,1.1,0.5,0.7,0.1,7.85
9042018,@ NJIT,W 3 - 0,3,45.3,17.8,123.4,0.2292000000000001,43.2,5.2,7.9,55.9,4.3,4.7,8.4,1.3,59.4,5.6,2.9,15.5,0.15700000000000008,0.5,0.9,1.1,4.5,1.0,0.4,0.8,0.0,7.3
9072018,"Saint Francis (PA) @ Philadelphia, Pa.",W 3 - 0,3,44.4,16.9,118.1,0.2356000000000001,42.3,5.0,8.1,53.5,3.8,4.3,7.2,1.2,57.3,5.2,2.2,14.2,0.1741000000000001,0.5,0.9,1.1,4.0,0.8,0.4,0.8,0.1,6.9
9082018,@ Penn,W 3 - 1,4,44.2,16.4,115.7,0.2432000000000001,41.9,4.7,8.6,51.3,4.0,4.5,8.2,1.1,57.5,5.0,2.1,12.8,0.1846000000000001,0.3,0.7,1.2,3.5,0.6,0.4,1.0,0.1,6.6
9082018,Radford @ Philadelphia,L 1 - 3,4,45.9,17.0,119.9,0.2477000000000001,43.7,4.6,8.4,53.6,3.8,4.5,8.4,1.1,59.2,5.8,2.9,16.5,0.1846000000000001,0.2,0.9,1.2,3.5,0.3,0.4,1.1,0.2,7.65
9112018,UMES,W 3 - 1,4,46.0,17.1,118.5,0.2504000000000001,44.1,4.9,8.7,51.2,3.8,4.2,8.4,1.0,59.3,6.9,3.1,18.7,0.2156000000000001,0.1,1.0,1.5,3.4,0.0,0.4,1.1,0.2,8.85
9142018,@ George Mason,W 3 - 1,4,46.9,16.9,119.7,0.2561000000000001,45.0,4.9,9.2,52.4,4.1,3.7,10.7,1.1,60.85,8.4,3.7,22.8,0.2376000000000001,0.1,1.0,1.7,3.8,0.0,0.4,1.3,0.2,10.45
9212018,Loyola Maryland,W 3 - 2,5,47.1,17.2,121.4,0.2533000000000001,45.1,5.1,8.5,51.6,4.0,4.0,11.3,1.1,61.85,9.4,4.2,25.3,0.19590000000000013,0.2,1.0,1.8,4.3,0.0,0.3,1.4,0.2,11.4
9222018,Navy,L 2 - 3,5,47.4,18.8,131.3,0.2323000000000001,45.4,4.9,8.1,56.2,4.3,3.6,11.7,1.2,61.75,9.8,4.6,27.5,0.19950000000000007,0.2,1.0,2.1,5.7,0.0,0.1,1.4,0.2,11.6
9282018,@ Army West Point,W 3 - 2,5,47.9,19.6,137.9,0.21600000000000014,45.8,4.6,7.6,58.7,4.8,3.8,13.5,1.1,63.05,11.5,4.8,31.6,0.2321000000000001,0.2,0.9,2.1,5.9,0.0,0.2,1.7,0.3,13.45
9292018,@ Holy Cross,W 3 - 2,5,49.9,20.9,146.5,0.20770000000000016,47.7,4.7,7.6,61.8,5.2,3.7,15.1,1.3,65.85,11.8,5.1,34.6,0.20780000000000007,0.2,1.1,2.3,6.4,0.3,0.2,2.2,0.3,14.2
10052018,Lafayette,W 3 - 0,3,50.1,21.4,148.0,0.2017000000000002,47.7,4.6,7.7,62.2,5.4,4.3,14.1,1.4,66.05,12.1,5.1,35.7,0.21120000000000005,0.2,0.7,2.5,6.8,0.3,0.2,2.3,0.4,14.15
10072018,@ Bucknell,W 3 - 1,4,52.2,21.1,151.1,0.2147000000000002,49.9,4.8,8.8,62.5,5.7,4.3,15.1,1.9,68.85,12.2,5.5,35.9,0.1988000000000001,0.2,0.6,2.6,6.7,0.3,0.2,2.5,0.5,14.25
10092018,American,L 2 - 3,5,52.7,22.4,158.2,0.19820000000000015,50.5,4.5,7.6,66.1,6.0,4.5,13.7,2.5,68.55,12.2,6.1,37.1,0.1731000000000001,0.2,0.8,2.4,7.1,0.3,0.3,2.4,0.8,14.5
10122018,@ Colgate,L 2 - 3,5,53.7,22.1,159.3,0.2052000000000002,51.5,4.7,7.9,66.7,5.9,4.4,13.9,2.5,69.75,12.5,5.8,36.1,0.18930000000000008,0.2,0.6,2.4,7.0,0.3,0.3,2.6,0.7,14.7
10192018,@ Navy,L 0 - 3,3,51.1,21.5,156.5,0.1926000000000002,49.1,3.9,7.4,66.6,5.7,4.1,13.5,2.4,65.85,11.7,5.8,34.5,0.16600000000000004,0.2,0.5,2.0,6.5,0.3,0.3,2.6,0.7,13.8
10202018,@ Loyola Maryland,W 3 - 2,5,50.1,21.3,160.0,0.18400000000000025,47.8,4.1,7.9,67.2,5.6,3.9,14.2,2.7,65.2,11.3,5.8,34.8,0.15540000000000007,0.2,0.7,2.1,7.3,0.3,0.3,3.3,0.7,13.95
10262018,Holy Cross,L 2 - 3,5,50.1,21.1,160.4,0.1847000000000002,47.4,4.1,8.3,68.2,6.1,3.3,15.2,2.7,65.1,11.4,6.1,35.7,0.14390000000000008,0.2,0.8,2.2,7.6,0.3,0.3,3.6,0.7,14.3
10272018,Army West Point,L 2 - 3,5,51.1,21.2,157.6,0.1913000000000002,48.3,4.4,8.9,66.1,6.0,3.3,15.4,3.0,66.5,11.9,6.3,36.4,0.1509000000000001,0.3,0.8,2.3,7.0,0.4,0.3,3.9,0.8,14.95
11022018,Bucknell,W 3 - 0,3,50.0,21.5,154.3,0.18620000000000014,47.4,4.6,9.1,64.9,5.4,3.6,14.0,2.8,65.2,11.8,6.6,36.1,0.14390000000000008,0.3,0.8,2.5,7.2,0.4,0.2,3.9,0.7,14.75
11042018,@ Lafayette,W 3 - 1,4,49.4,21.0,151.5,0.18870000000000015,46.7,4.8,8.9,63.9,4.8,3.3,13.8,2.6,64.4,12.7,6.6,36.1,0.16430000000000006,0.3,0.9,2.5,7.0,0.2,0.2,3.9,0.7,15.75
