Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Player 1 Kills,Player 1 Errors,Player 1 Total Attacks,Player 1 Hit Pct,Player 1 Assists,Player 1 Aces,Player 1 SErr,Player 1 Digs,Player 1 RErr,Player 1 Block Solos,Player 1 Block Assists,Player 1 BErr,Player 1 PTS,Player 2 Kills,Player 2 Errors,Player 2 Total Attacks,Player 2 Hit Pct,Player 2 Assists,Player 2 Aces,Player 2 SErr,Player 2 Digs,Player 2 RErr,Player 2 Block Solos,Player 2 Block Assists,Player 2 BErr,Player 2 PTS,Player 6 Kills,Player 6 Errors,Player 6 Total Attacks,Player 6 Hit Pct,Player 6 Assists,Player 6 Aces,Player 6 SErr,Player 6 Digs,Player 6 RErr,Player 6 Block Solos,Player 6 Block Assists,Player 6 BErr,Player 6 PTS
8302019,"UC Riverside @ DeKalb, IL",L 0 - 3,3,26.0,22.0,102.0,0.039,24.0,3.0,5.0,33.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
8302019,@ Northern Ill.,W 3 - 1,4,43.5,23.5,124.5,0.142,42.5,6.0,10.5,44.0,3.5,2.0,12.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.25,1.5,1.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
8312019,"Fairleigh Dickinson @ Dekalb, IL",W 3 - 0,3,43.33333333333334,21.0,118.0,0.18033333333333326,41.66666666666666,6.666666666666668,9.333333333333334,45.33333333333334,3.6666666666666665,1.3333333333333333,11.333333333333336,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,-0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,1.0,1.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.3333333333333333
9062019,"Southeastern La. @ Carbondale, IL",W 3 - 2,5,48.0,20.5,128.75,0.202,45.0,6.75,11.5,51.0,4.75,1.25,11.5,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.75,6.25,-0.005500000000000005,0.0,0.0,0.0,0.25,0.25,0.0,1.25,0.25,3.875,0.75,0.75,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0
9062019,@ Southern Ill.,W 3 - 1,4,49.6,20.0,130.6,0.2166,46.6,6.8,11.8,54.4,4.8,1.4,12.8,0.8,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.8,10.4,0.0548,0.0,0.0,0.0,0.8,0.2,0.2,1.2,0.2,5.2,0.6,0.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8
9072019,"Alabama A&M @ Carbondale, IL",W 3 - 0,3,49.16666666666666,20.5,128.33333333333334,0.21466666666666667,46.33333333333334,7.333333333333332,10.5,52.83333333333334,4.666666666666667,1.5,12.666666666666664,0.8333333333333334,35.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666668,1.1666666666666667,12.0,0.12066666666666664,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,1.3333333333333333,0.16666666666666666,6.666666666666668,0.5,0.5,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
9132019,"UTSA @ Tulsa, OK",L 1 - 3,4,47.28571428571429,20.714285714285715,126.0,0.20185714285714287,44.714285714285715,6.428571428571429,10.142857142857142,54.0,5.428571428571429,2.142857142857143,12.857142857142858,0.7142857142857143,37.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7142857142857135,1.4285714285714286,12.714285714285715,0.1285714285714286,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,0.42857142857142855,1.5714285714285714,0.14285714285714285,6.928571428571429,0.42857142857142855,0.42857142857142855,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714
9132019,"Houston Baptist @ Tulsa, OK",L 1 - 3,4,46.625,21.0,128.25,0.193125,44.25,6.25,10.25,56.375,5.0,2.0,12.0,0.875,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.375,1.625,12.875,0.1125,0.0,0.0,0.0,0.625,0.125,0.375,1.375,0.125,6.4375,0.375,0.375,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5
9142019,@ Tulsa,L 1 - 3,4,44.66666666666666,21.444444444444443,129.11111111111111,0.17488888888888887,42.111111111111114,6.0,10.0,57.88888888888889,5.333333333333333,2.1111111111111107,13.444444444444445,0.7777777777777778,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.6666666666666667,12.888888888888891,0.1,0.0,0.0,0.0,0.5555555555555556,0.2222222222222222,0.3333333333333333,1.5555555555555556,0.1111111111111111,6.111111111111112,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444
9202019,Central Ark.,L 2 - 3,5,45.3,21.9,133.6,0.1718,42.4,6.1,9.9,60.7,5.7,2.2,14.5,0.7,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.9,13.9,0.0943,0.0,0.0,0.0,0.7,0.2,0.3,1.6,0.1,6.1,0.3,0.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4
9212019,Presbyterian,L 1 - 3,4,48.3,21.8,138.4,0.1912,44.9,6.2,10.0,63.4,5.7,2.2,14.9,1.0,50.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,2.0,14.8,0.1534,0.0,0.0,0.0,0.9,0.1,0.3,1.6,0.1,6.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
9212019,Purdue Fort Wayne,L 2 - 3,5,48.0,21.5,140.4,0.1883,43.2,5.9,9.3,65.3,5.9,2.1,15.5,1.2,58.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,2.0,14.8,0.1534,0.0,0.0,0.0,0.9,0.1,0.3,1.6,0.1,6.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
9272019,Austin Peay,L 1 - 3,4,49.6,21.6,146.2,0.1884,44.6,5.2,9.6,67.9,5.8,2.2,15.7,1.2,64.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,2.0,15.1,0.1867,0.0,0.0,0.0,1.0,0.1,0.3,1.6,0.1,6.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
9282019,Murray St.,L 0 - 3,3,47.3,21.5,144.3,0.17650000000000002,42.7,4.7,8.6,67.3,5.2,2.3,15.5,1.1,62.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,1.9,13.7,0.1611,0.0,0.0,0.0,1.0,0.1,0.3,1.3,0.0,5.35,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10022019,Eastern Ill.,W 3 - 0,3,45.8,20.9,140.5,0.17800000000000002,41.2,4.7,8.1,66.3,4.8,2.3,14.1,1.1,59.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.0,12.7,0.1668,0.0,0.0,0.0,0.8,0.1,0.2,1.3,0.0,5.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10052019,@ Tennessee St.,W 3 - 2,5,47.7,21.7,148.7,0.1751,42.6,4.3,8.5,69.0,4.5,2.3,13.7,1.2,61.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,13.7,0.1518,0.0,0.0,0.0,0.8,0.1,0.1,1.3,0.0,5.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10112019,@ UT Martin,W 3 - 0,3,47.8,20.9,149.1,0.1824,42.5,4.5,8.4,68.2,3.9,2.2,12.9,1.7,60.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.2,13.9,0.15530000000000002,0.0,0.0,0.0,1.3,0.1,0.0,1.2,0.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10122019,@ Southeast Mo. St.,W 3 - 2,5,49.2,21.9,153.0,0.1818,43.8,4.9,7.7,69.5,4.3,2.3,13.9,1.6,63.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,2.3,16.1,0.1831,0.0,0.0,0.0,1.5,0.1,0.0,1.4,0.1,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10182019,Jacksonville St.,W 3 - 1,4,51.5,21.6,155.6,0.1974,45.9,4.9,7.7,69.6,3.7,2.5,12.8,1.7,65.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,2.3,17.1,0.2092,0.0,0.0,0.0,1.7,0.0,0.0,1.3,0.1,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10192019,Tennessee Tech,L 1 - 3,4,51.7,21.5,152.8,0.2022,46.1,4.6,7.6,67.3,3.2,2.4,11.2,1.8,64.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.5,17.6,0.2263,0.0,0.0,0.0,1.6,0.0,0.0,1.2,0.1,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10252019,@ Eastern Ky.,W 3 - 0,3,49.8,20.6,150.3,0.1989,44.4,4.6,7.5,66.9,3.1,2.4,11.0,1.5,62.3,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,7.2,2.3,18.6,0.241,0.0,0.0,0.0,1.5,0.0,0.2,1.4,0.1,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10262019,@ Morehead St.,L 2 - 3,5,48.9,21.1,151.5,0.18960000000000005,44.4,4.3,7.3,67.1,3.4,2.6,10.6,1.4,61.1,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.7,0.3,0.0,0.0,0.0,0.0,7.9,2.6,21.1,0.257,0.1,0.0,0.0,1.6,0.0,0.4,1.7,0.1,9.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11012019,@ Murray St.,L 1 - 3,4,48.1,20.9,147.7,0.19260000000000005,43.6,4.4,7.9,65.0,4.1,2.8,10.6,1.6,60.6,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.7,0.3,0.0,0.0,0.0,0.0,7.8,2.7,21.2,0.1987,0.1,0.0,0.0,1.5,0.0,0.5,1.7,0.1,9.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11022019,@ Austin Peay,L 2 - 3,5,50.1,20.7,150.3,0.20340000000000005,45.7,4.5,7.9,65.2,4.7,3.0,12.0,1.7,63.6,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.9,0.3,0.0,0.0,0.0,0.0,7.6,2.7,20.8,0.1765,0.1,0.0,0.1,1.4,0.0,0.5,1.8,0.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11062019,@ Eastern Ill.,W 3 - 0,3,49.5,21.1,151.2,0.19180000000000005,45.0,4.2,7.8,64.4,5.0,2.9,13.2,1.7,63.2,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.9,0.3,0.0,0.0,0.0,0.0,6.8,2.7,19.6,0.10119999999999997,0.1,0.0,0.1,1.3,0.0,0.5,1.7,0.1,8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11092019,Belmont,W 3 - 1,4,48.6,20.4,147.3,0.19480000000000006,44.1,4.3,7.4,64.5,5.3,2.8,13.6,1.5,62.5,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.9,0.3,0.0,0.0,0.0,0.0,5.4,2.4,17.6,0.05119999999999998,0.1,0.0,0.1,1.3,0.0,0.5,1.6,0.1,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11152019,Southeast Mo. St.,W 3 - 0,3,49.9,21.5,151.9,0.19040000000000004,45.3,4.5,7.1,67.9,5.1,2.5,15.0,1.0,64.4,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.9,0.3,0.0,0.0,0.0,0.0,4.7,2.1,15.7,0.030099999999999974,0.1,0.0,0.1,0.8,0.0,0.5,1.4,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11162019,UT Martin,L 0 - 3,3,48.5,20.4,147.9,0.19180000000000005,43.8,3.8,7.1,66.3,4.9,2.3,14.8,1.0,62.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.9,0.3,0.0,0.0,0.0,0.0,3.8,1.8,13.0,0.046699999999999985,0.1,0.0,0.1,0.6,0.0,0.5,1.2,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11212019,@ Jacksonville St.,L 0 - 3,3,47.9,20.3,144.6,0.19270000000000004,43.3,3.5,7.4,63.5,5.2,2.2,14.2,0.9,60.7,0.0,0.0,0.1,0.0,0.2,0.0,0.3,1.0,0.3,0.0,0.0,0.0,0.0,3.4,1.8,11.8,0.03879999999999998,0.1,0.0,0.1,0.5,0.0,0.5,1.2,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242018,"Green Bay @ Fort Worth, Texas",L 1 - 3,4,46.3,20.2,143.5,0.18310000000000007,42.3,3.4,7.1,64.1,5.6,2.2,14.6,1.0,59.2,0.0,0.0,0.6,0.0,3.6,0.3,0.4,17.6,1.6,0.0,0.0,0.0,0.3,9.7,2.9,21.7,0.33130000000000004,0.2,0.0,0.0,1.4,0.0,0.2,3.3,0.0,11.55,5.4,1.3,14.0,0.2832,0.0,0.0,0.1,0.8,0.0,0.3,3.6,0.2,7.5
8252018,"UAB @ Fort Worth, Texas",L 1 - 3,4,46.3,21.7,143.3,0.17120000000000007,42.8,4.0,8.1,63.7,6.1,2.0,14.8,1.1,59.7,0.0,0.0,0.5,0.0,3.7,0.4,0.5,16.8,1.8,0.0,0.0,0.0,0.4,9.7,3.1,22.2,0.3128000000000001,0.2,0.0,0.0,1.2,0.0,0.2,3.7,0.0,11.75,5.1,1.4,13.4,0.2524,0.0,0.0,0.2,0.8,0.0,0.3,3.1,0.2,6.95
8252018,@ TCU,L 0 - 3,3,43.9,21.2,135.8,0.16180000000000005,40.8,3.8,8.0,59.7,5.5,1.7,13.8,1.0,56.3,0.0,0.0,0.5,0.0,3.8,0.4,0.7,14.9,1.7,0.0,0.0,0.0,0.4,9.0,3.0,21.2,0.2957000000000001,0.1,0.0,0.0,1.0,0.0,0.2,3.3,0.0,10.85,5.1,1.4,13.3,0.2691,0.0,0.0,0.2,0.6,0.0,0.2,3.0,0.2,6.8
8312018,"Northern Ariz. @ Indianapolis, Ind.",L 1 - 3,4,43.6,22.1,137.4,0.15000000000000005,40.8,4.1,6.8,62.2,5.3,1.6,13.6,0.9,56.1,0.0,0.0,0.5,0.0,4.1,0.5,0.6,15.4,1.4,0.0,0.0,0.0,0.5,9.4,2.9,21.5,0.32010000000000005,0.0,0.0,0.0,0.9,0.0,0.3,3.5,0.0,11.45,5.0,1.5,13.5,0.25460000000000005,0.0,0.0,0.3,0.9,0.0,0.2,3.1,0.2,6.75
9012018,"Western Mich. @ Indianapolis, Ind.",L 1 - 3,4,41.9,23.4,135.0,0.13340000000000005,39.1,4.4,6.7,61.4,5.1,1.3,11.8,0.8,53.5,0.1,0.0,0.9,0.025,4.5,0.4,0.6,16.2,1.4,0.0,0.0,0.0,0.5,9.2,2.7,20.5,0.33070000000000005,0.0,0.0,0.0,0.7,0.0,0.3,3.2,0.0,11.1,5.0,1.8,13.4,0.2358,0.0,0.0,0.4,0.8,0.0,0.2,2.6,0.2,6.5
9012018,@ IUPUI,L 0 - 3,3,42.1,24.0,137.6,0.12710000000000005,39.2,4.1,6.9,62.8,4.9,1.2,11.0,0.9,52.9,0.2,0.0,1.1,0.0583,4.5,0.4,0.6,15.5,1.2,0.0,0.0,0.0,0.6,9.5,3.0,21.2,0.32310000000000005,0.0,0.0,0.0,0.9,0.0,0.3,3.0,0.0,11.3,5.1,2.0,14.0,0.222,0.0,0.0,0.6,0.8,0.0,0.2,2.6,0.2,6.6
